study_hours,student_marks
4.370861069626263,44.597115700928896
9.556428757689245,88.88756578334196
7.587945476302646,77.78044401805627
6.387926357773329,66.93219230415241
2.4041677639819286,26.840629879474484
2.403950683025824,29.443410458031348
1.5227525095137953,19.397135867882472
8.795585311974417,90.25175351588636
6.41003510568888,63.749522499595564
7.372653200164409,65.42172733406413
1.185260448662222,14.000695582285148
9.72918866945795,98.33032513039504
8.491983767203795,86.2777318580148
2.9110519961044856,22.72677708194331
2.636424704863906,20.958964346597746
2.650640588680904,31.77217015347356
3.7381801866358395,37.18402609707512
5.72280788469014,60.635582333764525
4.887505167779041,49.016643558442716
3.6210622617823773,36.3594033153025
6.506676052501415,69.75817955489416
2.2554447458683766,19.974223817596897
3.629301836816963,36.77362225287455
4.297256589643226,40.661189452907045
5.104629857953324,48.87381744237166
8.066583652537123,79.11997590802802
2.7970640394252375,29.081309252420937
5.628109945722504,53.88735634890765
6.331731119758382,69.59609182545142
1.4180537144799796,9.707500633702278
6.467903667112945,63.74467845032266
2.5347171131856236,23.14851584048536
1.5854643368675156,23.08953279044382
9.539969835279999,96.38247223535787
9.690688297671034,100.0
8.275576133048151,75.32795946529664
3.741523922560336,38.75049055494965
1.8790490260574548,23.238644238691734
7.158097238609412,71.99239233247124
4.961372443656412,54.941126311890876
2.0983441136030097,18.396998885528234
5.456592191001432,61.612659110942225
1.3094966900369656,24.589457518465906
9.18388361870904,90.0246433848921
3.3290198344001523,31.062685736997665
6.962700559185838,76.89392797744688
3.8053996848046987,45.95185757670055
5.680612190600297,54.19182177023663
5.920392514089517,57.102991055415885
2.6636900997297435,25.227977952994898
9.726261649881026,90.54036394363888
7.976195410250031,75.16869437007932
9.455490474077703,89.5342009070167
9.053446153848839,86.69547371296774
6.381099809299767,63.63757365606376
9.296868115208051,94.13975481476311
1.7964325184672756,25.71682764874314
2.763845761772307,22.646687414029117
1.4070456001948426,18.992067994331343
3.927972976869379,38.20978554756625
4.498095607205338,44.73363752379121
3.442141285965063,37.79551032048365
8.458637582367365,78.97276571586215
4.210779940242304,44.019848133343295
3.5284105871864266,36.11636691292955
5.884264748424236,61.30490380428311
2.2683180247728636,24.129023467267725
8.219772826786357,94.47422896741804
1.6709557931179373,13.520858009922792
9.881982429404655,96.16483951903747
7.9502029236699165,76.38632660457534
2.7884411338075514,25.107025742274242
1.0496990541124216,7.310054904591627
8.339152856093508,89.33661121647283
7.361716094628554,80.7196821862348
7.561064512368886,72.75691365494147
7.941433120173512,75.25255333621398
1.6664018656068134,19.021096438000153
4.226191556898454,39.50080034757968
2.0428215357261674,23.59287444603923
8.767930832880342,88.69392343305991
6.609683141448022,58.518110839494064
3.9780822236738427,47.518348243388736
1.5720251525742128,24.69963989121974
3.79884089544096,34.92446550198767
3.9266498982407234,37.32799118272732
7.566455605042576,77.09388300405028
6.738017242196918,69.0524563719043
8.98491468318694,93.14186819523356
5.249934326457543,62.55036595840718
2.0763482134447155,19.87874599697691
7.419203085006955,70.20054462737727
7.847065437552077,71.57405823544813
6.051494778125466,56.86029758154507
7.938704619591049,79.2214113315415
5.444160367279517,63.41439299038411
5.704595464437946,54.457898149198606
4.847869165226946,49.597631410463954
1.2287721406968566,12.205606926604805
1.97102284293974,25.652194796637822
1.2828626711806081,25.46328884117419
6.727693701374023,64.62259314913864
3.82920382968694,35.844841084278286
